order_id,customer_id,product_id,order_date,order_quantity,order_status,order_approval_date,order_delivery_date,rating_date,rating_score,rating_comment
27605h,65425n,08380s,8/26/2023,1,shipped,8/29/2023,,,,
98313g,01054m,66394f,05/03/2023,2,delivered,05/03/2023,05/11/2023,,,
13654h,04537j,45819t,02/02/2024,7,delivered,02/04/2024,2/15/2024,2/25/2024,3,Disappointing. Didn't meet my needs as expected.
95503y,57146f,12363m,07/06/2023,7,delivered,07/09/2023,7/17/2023,,,
31055i,14431h,17115k,7/22/2023,5,delivered,7/25/2023,7/27/2023,,,
86639l,44932e,10638s,10/02/2023,7,delivered,10/05/2023,10/08/2023,10/18/2023,2,
33524b,70849a,07681m,8/17/2023,1,processing,8/18/2023,,,,
81499u,05313r,31610d,8/30/2023,4,delivered,09/01/2023,9/13/2023,9/14/2023,1,Easy to use and convenient.
30474r,61619r,45009e,2/20/2024,5,delivered,2/21/2024,03/04/2024,,,
70431r,86200y,68153q,05/06/2023,10,shipped,05/07/2023,,,,
02099g,97696g,83931b,10/23/2023,5,delivered,10/26/2023,10/27/2023,,,
30115s,29780w,05847e,11/26/2023,10,shipped,11/28/2023,,,,
73575e,83161t,94269v,2/24/2024,7,shipped,2/24/2024,,,,
05340v,58686s,64776e,4/17/2023,8,delivered,4/20/2023,05/01/2023,,,
28977h,09903v,89860e,5/30/2023,1,delivered,5/30/2023,6/13/2023,,,
25807s,04537j,21440v,03/06/2023,9,delivered,03/08/2023,3/15/2023,,,
71732e,19560r,94269v,08/08/2023,10,shipped,08/09/2023,,,,
95198u,05470e,83931b,06/02/2023,2,pending,,,,,
51727u,73496p,88691q,01/08/2024,1,delivered,01/09/2024,01/12/2024,,,
97997s,91921x,33467h,10/02/2023,8,delivered,10/02/2023,10/07/2023,10/17/2023,1,
49363t,83161t,70177q,9/14/2023,4,processing,9/17/2023,,,,
90937w,09157y,07681m,08/09/2023,4,delivered,08/11/2023,8/23/2023,,,
92630q,30842q,08380s,6/16/2023,3,delivered,6/18/2023,6/26/2023,07/06/2023,2,
25896q,88437p,89860e,12/12/2023,10,delivered,12/15/2023,12/16/2023,12/29/2023,4,Needs better instructions for setup.
75930z,97146x,56764d,1/26/2024,5,delivered,1/29/2024,02/02/2024,,,
48868x,05313r,31701h,5/24/2023,8,delivered,5/25/2023,06/02/2023,,,
54207d,04866x,02510u,9/29/2023,6,delivered,10/01/2023,10/06/2023,,,
33817j,65425n,65763w,12/13/2023,6,delivered,12/15/2023,12/26/2023,12/30/2023,4,Easy to use and convenient.
37054d,50935w,61340n,09/12/2023,1,shipped,9/14/2023,,,,
96237e,86200y,10638s,03/02/2023,8,delivered,03/04/2023,03/10/2023,3/26/2023,5,"Impressive design, but functionality could be improved."
24846t,74115u,20472b,08/01/2023,8,processing,08/04/2023,,,,
68648r,89513e,56764d,4/19/2023,3,delivered,4/20/2023,4/26/2023,,,
06394v,76537i,66394f,8/23/2023,1,delivered,8/24/2023,8/28/2023,,,
73452w,74833d,66394f,4/18/2023,8,processing,4/20/2023,,,,
51681k,70849a,53286c,2/26/2023,4,delivered,2/27/2023,03/10/2023,3/16/2023,1,Good value for money. Does the job well.
52170h,75825u,31701h,8/15/2023,7,delivered,8/16/2023,8/29/2023,,,
90290z,01054m,45009e,07/08/2023,3,delivered,07/10/2023,7/19/2023,,,
45348a,87193b,64242h,06/08/2023,9,delivered,06/08/2023,6/18/2023,,,
43556r,70801v,31701h,10/24/2023,2,delivered,10/27/2023,11/05/2023,11/11/2023,3,"Impressive design, but functionality could be improved."
58302w,01054m,78277j,8/24/2023,8,processing,8/27/2023,,,,
24526z,83161t,81516l,09/06/2023,3,delivered,09/06/2023,09/11/2023,9/24/2023,3,
72766y,19560r,31106q,1/21/2024,7,delivered,1/24/2024,1/28/2024,02/10/2024,3,Easy to use and convenient.
07929f,29780w,24952a,11/10/2023,7,delivered,11/13/2023,11/24/2023,12/03/2023,2,
88365f,99498p,02931a,12/21/2023,1,delivered,12/21/2023,01/03/2024,1/14/2024,5,"Great product, very satisfied with its performance!"
18569x,51188v,45819t,5/13/2023,7,delivered,5/15/2023,5/20/2023,06/05/2023,4,"Impressive design, but functionality could be improved."
81138o,57146f,27321g,3/18/2023,4,delivered,3/19/2023,3/27/2023,,,
54672g,58686s,45819t,11/13/2023,8,delivered,11/15/2023,11/20/2023,,,
84631c,91921x,61340n,07/09/2023,6,pending,,,,,
98814n,89513e,68153q,07/02/2023,6,delivered,07/03/2023,07/09/2023,7/20/2023,2,"Great product, very satisfied with its performance!"
63775x,39884g,73939b,7/31/2023,3,delivered,08/02/2023,08/04/2023,8/23/2023,1,
38589b,73496p,78277j,01/10/2024,7,pending,,,,,
72204l,41589h,64242h,12/16/2023,10,shipped,12/17/2023,,,,
55412x,74115u,95177z,11/04/2023,9,delivered,11/06/2023,11/10/2023,,,
24051r,44932e,08380s,2/21/2024,9,delivered,2/21/2024,2/26/2024,,,
11315h,09157y,66048l,10/16/2023,3,delivered,10/16/2023,10/23/2023,,,
07199j,32283g,31610d,8/26/2023,7,delivered,8/29/2023,09/03/2023,9/15/2023,1,Needs better instructions for setup.
41508y,35352u,65763w,5/27/2023,10,delivered,5/27/2023,06/06/2023,6/16/2023,5,
37978i,12116r,73939b,11/02/2023,1,processing,11/03/2023,,,,
87669t,87193b,21440v,12/03/2023,10,delivered,12/04/2023,12/08/2023,12/27/2023,2,
69935k,66812h,07190d,2/20/2024,2,delivered,2/22/2024,2/26/2024,3/16/2024,4,
11375x,70849a,00908q,11/20/2023,2,delivered,11/23/2023,11/25/2023,12/14/2023,4,
27547n,96093d,83931b,8/15/2023,8,delivered,8/15/2023,8/27/2023,,,
38196n,77733q,05847e,5/22/2023,1,delivered,5/23/2023,5/31/2023,06/06/2023,2,
82749p,74833d,53286c,9/26/2023,7,delivered,9/29/2023,10/02/2023,10/11/2023,1,
32428x,88437p,21440v,05/01/2023,7,delivered,05/02/2023,05/09/2023,5/21/2023,1,
84416q,48745d,85065z,2/16/2024,1,delivered,2/18/2024,2/20/2024,,,
77048j,66812h,48150m,6/26/2023,8,shipped,6/26/2023,,,,
87335l,92348m,53286c,12/30/2023,5,delivered,01/02/2024,01/05/2024,,,
91688c,77733q,10638s,5/30/2023,4,shipped,06/02/2023,,,,
38241o,38964c,78277j,12/27/2023,2,delivered,12/28/2023,01/07/2024,1/19/2024,1,Needs better instructions for setup.
12245k,65425n,75992v,1/26/2024,10,delivered,1/29/2024,02/03/2024,,,
09632f,58686s,56764d,04/05/2023,8,delivered,04/08/2023,4/18/2023,,,
30128a,30842q,29754z,03/03/2023,7,delivered,03/03/2023,3/14/2023,,,
16419p,19560r,12490g,10/27/2023,8,delivered,10/28/2023,11/03/2023,,,
84142b,97696g,19584d,5/18/2023,5,delivered,5/19/2023,5/24/2023,06/11/2023,3,
46732s,05470e,07681m,7/30/2023,10,processing,7/31/2023,,,,
39278h,01054m,31982j,10/28/2023,4,delivered,10/28/2023,11/06/2023,,,
33088p,32283g,27297s,08/05/2023,8,processing,08/08/2023,,,,
29632z,83161t,97338x,02/03/2024,10,processing,02/06/2024,,,,
16125h,29780w,57571j,11/04/2023,3,delivered,11/06/2023,11/08/2023,11/25/2023,5,
67130u,70801v,09112u,08/06/2023,10,delivered,08/08/2023,8/17/2023,,,
78927a,45672n,31610d,05/05/2023,7,delivered,05/07/2023,5/14/2023,,,
88835r,89513e,89860e,01/03/2024,6,shipped,01/05/2024,,,,
14567w,86200y,00613n,7/14/2023,1,delivered,7/15/2023,7/21/2023,08/01/2023,2,"Average product, nothing special about it."
48829c,05313r,07190d,01/12/2024,3,shipped,1/13/2024,,,,
40163c,12116r,83500s,10/10/2023,9,shipped,10/10/2023,,,,
26552o,88437p,27297s,11/02/2023,7,delivered,11/03/2023,11/10/2023,11/22/2023,5,Highly recommended! This product exceeded my expectations.
96698w,35352u,45819t,12/26/2023,4,delivered,12/26/2023,12/31/2023,,,
44912p,09157y,04151d,1/24/2024,10,delivered,1/24/2024,02/01/2024,,,
51761h,87193b,03736b,09/05/2023,2,delivered,09/06/2023,9/16/2023,,,
36295g,97146x,64776e,09/09/2023,7,delivered,09/09/2023,9/16/2023,,,
02066c,70849a,45819t,1/14/2024,7,processing,1/17/2024,,,,
14614h,44932e,75992v,4/19/2023,9,delivered,4/19/2023,4/26/2023,,,
65507a,76537i,73939b,11/30/2023,5,delivered,11/30/2023,12/05/2023,12/15/2023,2,"Great product, very satisfied with its performance!"
91608v,29780w,34220z,9/29/2023,6,delivered,10/01/2023,10/03/2023,,,
97758z,39884g,31106q,8/30/2023,8,delivered,09/01/2023,09/04/2023,9/20/2023,4,
66643g,12116r,12490g,06/09/2023,7,delivered,06/10/2023,6/17/2023,,,
41512k,48745d,65763w,11/01/2023,10,delivered,11/02/2023,11/11/2023,11/25/2023,2,Quality could be better for the price.
68082f,05470e,19648f,10/06/2023,1,delivered,10/07/2023,10/12/2023,10/26/2023,4,Quality could be better for the price.
50056g,04866x,86538t,09/05/2023,6,delivered,09/07/2023,09/12/2023,9/29/2023,3,
77626l,70801v,24952a,11/13/2023,8,delivered,11/13/2023,11/23/2023,,,
04067a,66818u,48088d,3/18/2023,6,delivered,3/21/2023,3/29/2023,04/05/2023,5,
40733x,77733q,00908q,12/09/2023,5,pending,,,,,
09100g,96093d,56764d,5/26/2023,10,shipped,5/26/2023,,,,
84332s,91921x,33224p,4/28/2023,3,delivered,4/29/2023,05/11/2023,,,
99940q,66812h,31346s,12/09/2023,6,delivered,12/09/2023,12/19/2023,12/31/2023,4,"Impressive design, but functionality could be improved."
57965k,41589h,97711l,05/08/2023,9,delivered,05/08/2023,5/17/2023,5/29/2023,3,Needs better instructions for setup.
23073m,05313r,31610d,1/27/2024,9,shipped,1/28/2024,,,,
11986n,14431h,86538t,12/03/2023,4,shipped,12/06/2023,,,,
35273l,99498p,20295e,05/03/2023,5,delivered,05/05/2023,5/14/2023,5/19/2023,4,Needs better instructions for setup.
22567m,83161t,66394f,3/19/2023,3,delivered,3/19/2023,3/24/2023,,,
57653c,88437p,95903a,10/15/2023,6,delivered,10/16/2023,10/28/2023,,,
50945i,61619r,64242h,10/30/2023,5,delivered,11/02/2023,11/03/2023,11/16/2023,1,Needs better instructions for setup.
25454m,92348m,00063g,08/09/2023,10,delivered,08/11/2023,8/20/2023,09/01/2023,4,Disappointing. Didn't meet my needs as expected.
30529d,87193b,93680s,10/24/2023,3,delivered,10/25/2023,11/03/2023,,,
18104u,04537j,88691q,5/13/2023,7,delivered,5/14/2023,5/27/2023,06/06/2023,1,"Works perfectly, exactly what I needed!"
84280s,75825u,99297w,3/13/2023,2,delivered,3/15/2023,3/17/2023,04/05/2023,2,Needs better instructions for setup.
32978m,19560r,93499u,1/25/2024,4,delivered,1/28/2024,1/31/2024,,,
37719j,09903v,02931a,10/18/2023,4,shipped,10/20/2023,,,,
18697m,70801v,65763w,09/07/2023,7,delivered,09/09/2023,9/21/2023,9/30/2023,1,
74282t,39884g,08380s,1/27/2024,7,delivered,1/27/2024,02/10/2024,2/14/2024,5,Disappointing. Didn't meet my needs as expected.
27952l,29780w,63937j,09/02/2023,9,delivered,09/02/2023,09/06/2023,9/20/2023,4,
01984y,05470e,27321g,7/30/2023,10,delivered,7/30/2023,08/11/2023,8/24/2023,4,Disappointing. Didn't meet my needs as expected.
06966s,73496p,24752z,1/27/2024,7,delivered,1/27/2024,02/10/2024,2/20/2024,2,
70935q,51188v,56764d,9/24/2023,5,delivered,9/26/2023,10/01/2023,,,
79841w,04537j,75135q,2/23/2024,6,delivered,2/25/2024,2/27/2024,3/17/2024,4,
29338y,74833d,31982j,6/28/2023,5,delivered,07/01/2023,07/11/2023,7/17/2023,2,Good value for money. Does the job well.
62862p,04866x,17115k,6/15/2023,9,delivered,6/17/2023,6/24/2023,,,
51884i,57146f,27321g,9/16/2023,1,delivered,9/18/2023,9/22/2023,10/05/2023,1,Highly recommended! This product exceeded my expectations.
58418d,45672n,81516l,2/17/2024,9,delivered,2/18/2024,2/28/2024,03/07/2024,4,
58246v,05313r,27321g,07/08/2023,5,delivered,07/10/2023,7/18/2023,08/02/2023,4,
97831z,19560r,97711l,2/28/2023,5,delivered,2/28/2023,03/12/2023,,,
87823d,12116r,89860e,1/23/2024,4,delivered,1/25/2024,02/01/2024,02/09/2024,3,Good value for money. Does the job well.
31462k,88437p,85065z,4/13/2023,8,shipped,4/16/2023,,,,
37410m,58686s,97338x,9/15/2023,2,shipped,9/15/2023,,,,
68055i,86200y,45819t,10/16/2023,5,delivered,10/18/2023,10/29/2023,11/06/2023,4,
61154w,77733q,86538t,07/11/2023,10,delivered,7/13/2023,7/21/2023,7/27/2023,5,
07167k,96093d,31346s,12/30/2023,2,pending,,,,,
23949j,48745d,77380y,9/14/2023,2,delivered,9/15/2023,9/22/2023,,,
51446z,30842q,74326j,08/02/2023,2,delivered,08/05/2023,08/10/2023,,,
09260i,87193b,31607j,08/07/2023,4,delivered,08/09/2023,08/12/2023,8/31/2023,2,
01113m,75825u,34220z,8/24/2023,6,delivered,8/25/2023,09/02/2023,09/08/2023,4,
74119d,50935w,83500s,10/12/2023,9,delivered,10/15/2023,10/24/2023,,,
60330w,76537i,48150m,8/19/2023,9,pending,,,,,
97837j,66812h,95948c,10/30/2023,10,delivered,11/02/2023,11/07/2023,,,
04874u,89513e,56764d,08/08/2023,2,pending,,,,,
77385x,70849a,20472b,10/21/2023,2,delivered,10/24/2023,10/31/2023,,,
42989c,09157y,29754z,01/06/2024,2,delivered,01/07/2024,1/19/2024,1/21/2024,5,"Average product, nothing special about it."
82406k,66818u,12363m,12/12/2023,5,delivered,12/13/2023,12/21/2023,,,
56210r,30842q,19648f,4/14/2023,5,delivered,4/16/2023,4/21/2023,4/29/2023,5,
31649a,73496p,24952a,10/02/2023,6,delivered,10/04/2023,10/10/2023,10/23/2023,1,Highly recommended! This product exceeded my expectations.
49435r,48745d,83931b,4/17/2023,6,delivered,4/17/2023,4/27/2023,05/12/2023,5,Highly recommended! This product exceeded my expectations.
39990p,04866x,05847e,07/11/2023,6,delivered,07/12/2023,7/22/2023,,,
28214m,88437p,10638s,7/30/2023,2,shipped,08/02/2023,,,,
10451h,75825u,27297s,10/17/2023,7,delivered,10/20/2023,10/22/2023,,,
22444r,45672n,27099c,08/11/2023,8,delivered,08/12/2023,8/16/2023,,,
61392z,99498p,12363m,03/04/2023,1,delivered,03/04/2023,3/16/2023,3/22/2023,4,
31796z,76537i,80153c,1/29/2024,4,shipped,02/01/2024,,,,
27122e,57146f,45387s,9/24/2023,1,processing,9/25/2023,,,,
86680h,96093d,66048l,4/27/2023,6,shipped,4/27/2023,,,,
88049u,32283g,95948c,9/16/2023,8,delivered,9/16/2023,9/29/2023,,,
17871g,35352u,64242h,3/19/2023,2,delivered,3/19/2023,04/01/2023,04/05/2023,1,Disappointing. Didn't meet my needs as expected.
94703g,97696g,02090u,8/17/2023,6,delivered,8/18/2023,8/30/2023,,,
47990b,89513e,95903a,03/11/2023,3,shipped,03/12/2023,,,,
15770m,58686s,66394f,08/02/2023,2,delivered,08/05/2023,08/07/2023,8/18/2023,1,
98889w,70801v,08380s,8/18/2023,4,delivered,8/20/2023,09/01/2023,09/02/2023,4,
00309z,01054m,82417v,3/28/2023,1,delivered,3/29/2023,04/02/2023,4/20/2023,3,
05658q,38964c,81516l,5/25/2023,3,shipped,5/27/2023,,,,
63236h,05313r,12490g,12/09/2023,5,delivered,12/10/2023,12/17/2023,12/28/2023,4,"Works perfectly, exactly what I needed!"
94773k,14431h,34220z,12/17/2023,10,delivered,12/18/2023,12/25/2023,01/02/2024,5,
32189a,12116r,74326j,5/15/2023,7,delivered,5/17/2023,5/26/2023,06/06/2023,4,"Great product, very satisfied with its performance!"
95982h,39884g,31346s,12/25/2023,10,delivered,12/28/2023,01/08/2024,1/19/2024,5,
60852h,97146x,20295e,04/07/2023,10,processing,04/09/2023,,,,
55200g,83161t,33467h,06/09/2023,1,delivered,06/12/2023,6/13/2023,,,
81133h,99498p,31607j,1/30/2024,9,delivered,1/31/2024,02/10/2024,,,
05493s,48745d,04151d,07/06/2023,6,delivered,07/08/2023,7/18/2023,7/25/2023,1,"Great product, very satisfied with its performance!"
87248r,44932e,48150m,7/22/2023,10,delivered,7/22/2023,08/05/2023,,,
16605t,92348m,56764d,2/14/2024,7,delivered,2/15/2024,2/26/2024,,,
77901e,32283g,93499u,09/02/2023,9,delivered,09/04/2023,09/08/2023,,,
27121x,91921x,32750s,6/16/2023,4,delivered,6/18/2023,6/29/2023,,,
85056y,66818u,31701h,8/22/2023,7,delivered,8/24/2023,8/26/2023,,,
70732t,05470e,97338x,8/18/2023,5,delivered,8/18/2023,8/23/2023,09/08/2023,5,
46535k,50935w,33224p,06/01/2023,7,delivered,06/04/2023,06/08/2023,6/18/2023,3,
75002c,38964c,66048l,08/11/2023,7,delivered,08/11/2023,8/19/2023,,,
31548p,74115u,06727r,4/20/2023,3,pending,,,,,
73430k,29780w,33467h,2/20/2024,3,delivered,2/22/2024,2/28/2024,,,
44768t,09903v,75982l,03/07/2023,3,delivered,03/09/2023,3/15/2023,3/30/2023,4,"Average product, nothing special about it."
57611w,61619r,07190d,5/28/2023,8,delivered,5/29/2023,06/10/2023,,,
71537k,74833d,85163t,03/02/2023,5,delivered,03/04/2023,03/11/2023,3/25/2023,3,
61297p,04537j,05847e,06/01/2023,7,delivered,06/04/2023,06/07/2023,,,
40720l,01054m,53286c,05/10/2023,9,delivered,05/11/2023,5/20/2023,,,
69538f,73496p,20295e,09/03/2023,3,delivered,09/06/2023,09/08/2023,,,
68582q,88437p,30871m,1/23/2024,3,delivered,1/26/2024,02/04/2024,2/14/2024,4,Good value for money. Does the job well.
54546f,14431h,19648f,1/26/2024,1,delivered,1/26/2024,02/09/2024,2/20/2024,5,
05951o,70849a,32750s,1/20/2024,9,delivered,1/20/2024,1/24/2024,2/13/2024,1,
81259v,41589h,48088d,11/09/2023,8,delivered,11/10/2023,11/20/2023,11/28/2023,1,
02024w,97146x,31607j,03/02/2023,1,delivered,03/05/2023,03/09/2023,3/18/2023,5,Quality could be better for the price.
32231d,09157y,89860e,11/18/2023,7,delivered,11/21/2023,11/28/2023,12/12/2023,5,
22341l,04866x,08380s,08/03/2023,1,delivered,08/06/2023,08/11/2023,,,
55773n,30842q,97711l,7/19/2023,8,pending,,,,,
53938n,58686s,86538t,07/11/2023,5,delivered,7/13/2023,7/24/2023,7/27/2023,1,Easy to use and convenient.
58089z,35352u,77380y,1/18/2024,10,delivered,1/18/2024,1/26/2024,,,
25598q,87193b,45009e,12/28/2023,3,delivered,12/28/2023,01/03/2024,,,
33540r,97696g,27099c,7/15/2023,9,delivered,7/18/2023,7/28/2023,08/06/2023,4,Needs better instructions for setup.
77122j,66812h,53286c,6/25/2023,7,delivered,6/25/2023,07/06/2023,07/10/2023,5,
74786u,73496p,75982l,10/12/2023,10,delivered,10/14/2023,10/17/2023,,,
26030i,19560r,21440v,01/07/2024,1,delivered,01/07/2024,01/12/2024,,,
47901r,41589h,24952a,02/09/2024,5,delivered,02/09/2024,2/23/2024,,,
28264s,05313r,45819t,1/15/2024,3,delivered,1/15/2024,1/26/2024,,,
90467n,30842q,81516l,6/14/2023,4,delivered,6/17/2023,6/25/2023,,,
53643h,89513e,08380s,5/18/2023,8,processing,5/19/2023,,,,
54622h,48745d,75135q,3/25/2023,3,delivered,3/28/2023,3/30/2023,,,
83201y,61619r,06727r,12/31/2023,8,pending,,,,,
17179o,01054m,27321g,8/14/2023,1,delivered,8/16/2023,8/22/2023,09/04/2023,2,Disappointing. Didn't meet my needs as expected.
89193z,44932e,32750s,6/16/2023,10,delivered,6/17/2023,6/24/2023,07/11/2023,4,
11657u,12116r,45819t,9/19/2023,1,delivered,9/19/2023,10/02/2023,,,
44173q,99498p,63937j,2/18/2024,9,delivered,2/21/2024,03/03/2024,03/04/2024,3,
52575k,70849a,83931b,2/13/2024,8,processing,2/16/2024,,,,
49120g,04866x,75992v,10/12/2023,7,delivered,10/12/2023,10/16/2023,,,
79320i,09157y,31982j,11/11/2023,1,delivered,11/13/2023,11/19/2023,11/26/2023,1,Easy to use and convenient.
95500a,75825u,85089g,7/26/2023,9,delivered,7/28/2023,08/09/2023,,,
53262m,74115u,45819t,09/09/2023,3,delivered,09/12/2023,9/14/2023,9/25/2023,3,
54965p,57146f,03736b,01/03/2024,1,delivered,01/06/2024,1/13/2024,1/27/2024,2,
02310k,35352u,31610d,1/22/2024,10,shipped,1/23/2024,,,,
23341a,29780w,97338x,12/04/2023,10,delivered,12/07/2023,12/15/2023,,,
97623w,14431h,48088d,6/14/2023,3,delivered,6/15/2023,6/20/2023,,,
82051z,86200y,02931a,10/26/2023,4,delivered,10/26/2023,11/04/2023,,,
09161k,96093d,66394f,10/14/2023,7,delivered,10/16/2023,10/20/2023,,,
51793k,09903v,08380s,9/20/2023,4,shipped,9/23/2023,,,,
89229p,32283g,31346s,7/20/2023,6,delivered,7/23/2023,7/30/2023,,,
61880t,45672n,05847e,11/14/2023,4,processing,11/14/2023,,,,
89240p,44932e,20295e,4/17/2023,10,delivered,4/18/2023,4/29/2023,05/10/2023,5,
79276f,04866x,83931b,10/03/2023,3,delivered,10/04/2023,10/16/2023,,,
74557h,41589h,06727r,1/18/2024,4,delivered,1/19/2024,1/23/2024,02/02/2024,2,"Average product, nothing special about it."
11116f,09903v,68153q,11/02/2023,7,pending,,,,,
36546l,66812h,27297s,06/06/2023,10,shipped,06/08/2023,,,,
59131y,66818u,85065z,10/14/2023,8,delivered,10/14/2023,10/24/2023,10/30/2023,2,
59348r,91921x,11932o,12/04/2023,4,delivered,12/06/2023,12/16/2023,,,
13718r,61619r,93680s,5/28/2023,1,delivered,5/29/2023,06/07/2023,6/17/2023,5,
34110n,09157y,00063g,3/25/2023,1,delivered,3/27/2023,04/02/2023,,,
15630v,58686s,05847e,3/24/2023,4,delivered,3/26/2023,04/03/2023,,,
90953o,14431h,82417v,4/21/2023,10,delivered,4/21/2023,05/02/2023,,,
07704o,92348m,31607j,05/01/2023,9,processing,05/04/2023,,,,
15570w,89513e,31610d,7/22/2023,7,delivered,7/25/2023,7/31/2023,,,
78387g,74833d,48150m,12/26/2023,9,delivered,12/26/2023,01/01/2024,,,
70570a,05313r,12363m,10/19/2023,10,delivered,10/22/2023,10/30/2023,11/04/2023,4,
44152d,65425n,17115k,10/17/2023,2,delivered,10/17/2023,10/26/2023,,,
45930j,99498p,31607j,10/07/2023,10,shipped,10/07/2023,,,,
40362p,29780w,45009e,4/16/2023,10,delivered,4/18/2023,4/30/2023,,,
88854g,76537i,11932o,3/27/2023,2,delivered,3/28/2023,04/03/2023,,,
24143x,87193b,97338x,11/30/2023,3,delivered,12/03/2023,12/07/2023,12/18/2023,5,Highly recommended! This product exceeded my expectations.
95802v,19560r,27297s,12/20/2023,1,delivered,12/21/2023,12/31/2023,01/08/2024,5,
37698h,57146f,93499u,7/27/2023,6,shipped,7/30/2023,,,,
66275d,48745d,06727r,02/02/2024,9,delivered,02/04/2024,2/14/2024,,,
86220f,05470e,97338x,1/27/2024,1,pending,,,,,
64802c,58686s,31982j,4/18/2023,8,delivered,4/19/2023,4/23/2023,,,
53128d,88437p,17115k,2/22/2024,9,processing,2/22/2024,,,,
25582o,96093d,56764d,10/28/2023,1,delivered,10/28/2023,11/09/2023,11/21/2023,1,
45973l,99498p,57571j,12/26/2023,8,pending,,,,,
68292z,04866x,95903a,02/02/2024,3,shipped,02/03/2024,,,,
69298u,76537i,31106q,1/23/2024,6,delivered,1/26/2024,02/04/2024,,,
50785r,50935w,89860e,4/29/2023,4,pending,,,,,
68529z,45672n,05847e,02/01/2024,3,processing,02/02/2024,,,,
89249b,66818u,12363m,11/22/2023,2,delivered,11/22/2023,12/01/2023,12/15/2023,4,Good value for money. Does the job well.
39990x,09903v,07681m,01/12/2024,2,processing,01/12/2024,,,,
54107j,01054m,06727r,06/03/2023,10,delivered,06/06/2023,06/08/2023,6/25/2023,1,
43984o,89513e,56764d,07/12/2023,8,delivered,7/13/2023,7/18/2023,,,
28258g,74115u,27321g,09/06/2023,8,delivered,09/06/2023,9/19/2023,9/23/2023,5,"Average product, nothing special about it."
55042g,48745d,75982l,8/23/2023,6,delivered,8/25/2023,8/27/2023,,,
54778w,65425n,99297w,2/16/2024,7,pending,,,,,
15805i,41589h,45009e,10/24/2023,10,delivered,10/27/2023,11/07/2023,,,
46715b,92348m,31346s,1/24/2024,7,delivered,1/25/2024,02/04/2024,,,
42240l,09157y,31106q,7/24/2023,7,delivered,7/26/2023,08/02/2023,8/17/2023,2,
73965s,51188v,63937j,12/14/2023,6,delivered,12/14/2023,12/23/2023,01/07/2024,3,"Works perfectly, exactly what I needed!"
39790t,30842q,53286c,05/06/2023,8,delivered,05/06/2023,05/10/2023,5/25/2023,2,
51019v,32283g,95948c,04/11/2023,2,delivered,04/12/2023,4/20/2023,,,
03642p,44932e,12490g,03/01/2023,4,delivered,03/03/2023,03/08/2023,,,
67035w,97696g,81516l,10/09/2023,10,shipped,10/10/2023,,,,
95457f,05470e,65763w,3/20/2023,4,delivered,3/20/2023,3/31/2023,04/06/2023,1,
19566g,91921x,57571j,12/06/2023,4,processing,12/06/2023,,,,
88320q,75825u,86538t,3/30/2023,8,delivered,3/30/2023,04/09/2023,,,
02083y,86200y,85089g,12/11/2023,2,delivered,12/12/2023,12/23/2023,12/31/2023,3,
62736j,38964c,99297w,7/29/2023,2,pending,,,,,
83838m,30842q,27321g,2/16/2024,10,delivered,2/16/2024,2/21/2024,03/06/2024,5,"Great product, very satisfied with its performance!"
00902p,73496p,65763w,03/09/2023,6,delivered,03/09/2023,3/16/2023,3/27/2023,1,
89803s,75825u,33467h,12/09/2023,5,shipped,12/12/2023,,,,
42027p,19560r,47973g,2/15/2024,7,delivered,2/17/2024,2/29/2024,03/10/2024,4,"Average product, nothing special about it."
24417g,05470e,47973g,02/01/2024,3,shipped,02/04/2024,,,,
37232i,58686s,32750s,3/15/2023,9,delivered,3/18/2023,3/28/2023,3/30/2023,4,"Impressive design, but functionality could be improved."
73960e,44932e,20472b,3/29/2023,2,delivered,3/29/2023,04/08/2023,,,
41075s,12116r,81516l,7/17/2023,5,delivered,7/20/2023,7/28/2023,08/10/2023,1,"Average product, nothing special about it."
55067p,14431h,32750s,5/28/2023,9,delivered,5/30/2023,06/03/2023,,,
77524n,29780w,27099c,5/21/2023,1,delivered,5/24/2023,5/26/2023,6/13/2023,1,
88436l,32283g,48150m,12/09/2023,2,delivered,12/11/2023,12/17/2023,,,
18683a,57146f,06727r,4/27/2023,6,shipped,4/29/2023,,,,
00689b,48745d,07190d,4/18/2023,2,delivered,4/21/2023,4/29/2023,,,
46149c,89513e,97711l,01/05/2024,4,shipped,01/05/2024,,,,
35942x,97146x,45819t,08/06/2023,9,shipped,08/06/2023,,,,
27498f,74115u,29734l,04/04/2023,10,delivered,04/05/2023,04/11/2023,,,
88341h,66812h,00613n,02/05/2024,4,delivered,02/08/2024,2/14/2024,,,
52821f,39884g,09112u,4/26/2023,3,delivered,4/28/2023,05/01/2023,,,
88151y,45672n,02510u,12/29/2023,1,delivered,12/30/2023,01/10/2024,1/16/2024,4,Good value for money. Does the job well.
96739k,51188v,66394f,11/08/2023,10,pending,,,,,
00080t,66818u,20472b,11/13/2023,7,delivered,11/16/2023,11/17/2023,,,
05029s,92348m,29754z,12/31/2023,4,delivered,12/31/2023,01/07/2024,1/24/2024,2,
63015u,05313r,17115k,05/03/2023,9,delivered,05/04/2023,05/12/2023,,,
45777z,09157y,03736b,11/16/2023,2,delivered,11/19/2023,11/28/2023,12/09/2023,1,
14483z,70849a,99297w,05/12/2023,7,processing,5/15/2023,,,,
